Spanish	s --> ['¿'], cuantos(G), n(G,p,c), vp(G2,N,P,i), np(G2,N,P), ['?'].	English	s --> ['how', 'many'], n(p,C), do(N,P,ind), np(N,P), vp(N,P,d,i), ['?'].	{2=>1, 3=>4, 4=>3}	1
Spanish	s --> ['¿'], cuantos(G), n(G,p,c), vp(G2,N,P,T), ['?'].	English	s --> ['how', 'many'], n(p,C), ['are'], vp(p,3,b,t), ['?'].	{2=>1, 3=>2}	1
Spanish	s --> ['hay'], np(G,N,P), ['.'].	English	s --> ['there'], be(N,3,ind), np(N,3), ['.'].	{1=>2}	1
Spanish	s --> ['¿'], np(G,N,P), vp(G,N,P,T), ['?'].	English	s --> be(N,P,ind), np(N,P), vp(N,P,b,T), ['?'].	{1=>2, 2=>3}	1
Spanish	s --> ['¿'], np(G,N,P), vp(G,N,P,T), ['?'].	English	s --> do(N,P,ind), np(N,P), vp(N,3,d,T), ['?'].	{1=>2, 2=>3}	1
Spanish	s --> np(G,N,P), vp(G,N,P,T), ['.'].	English	s --> np(N,P), vp(N,P,ns,T), ['.'].	{1=>1, 2=>2}	1
Spanish	s --> ['¿', 'qué', 'es'], esto, ['?'].	English	s --> ['what'], be(N,3,ind), this(N), ['?'].	{1=>2}	1
Spanish	s --> ['¿', 'qué'], vp(G,N,P,i), np(G,N,P), ['?'].	English	s --> ['what'], be(N,P,ind), np(N,P), vp(N,P,b,i), ['?'].	{1=>3, 2=>2}	1
Spanish	s --> ['¿', 'qué'], vp(G,N,P,i), np(G,N,P), ['?'].	English	s --> ['what'], do(N,P,ind), np(N,P), vp(N,P,d,i), ['?'].	{1=>3, 2=>2}	1
Spanish	s --> ['¿', 'quién'], vp(G,N,P,T), ['?'].	English	s --> ['who'], vp(N,3,ns,T), ['?'].	{1=>1}	1
Spanish	start2 --> adj(G,N).	English	start2 --> adj.	{1=>1}	1
Spanish	start2 --> digit, comma_digits.	English	start2 --> digit(N), comma_digit.	{1=>1, 2=>2}	1
Spanish	start2 --> digit.	English	start2 --> digit(N).	{1=>1}	1
Spanish	start2 --> ['¡'], interj, ['!'].	English	start2 --> interj, ['.'].	{1=>1}	1
Spanish	start2 --> interj, ['.'].	English	start2 --> interj, ['.'].	{1=>1}	1
Spanish	start2 --> interj, ['.'], s.	English	start2 --> interj, ['.'], s.	{1=>1, 2=>2}	1
Spanish	start2 --> np(G,N,P).	English	start2 --> np(N,P).	{1=>1}	1
Spanish	start2 --> s.	English	start2 --> s.	{1=>1}	1
